"","region","category","language","mother_tongue","most_at_home","most_at_work","lang_known"
"328","Oshawa","Non-Official & Non-Aboriginal languages","Arabic",1705,760,15,2180
"329","Toronto","Non-Official & Non-Aboriginal languages","Arabic",85175,45025,1165,125970
"330","Hamilton","Non-Official & Non-Aboriginal languages","Arabic",10850,6350,135,14860
"331","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Arabic",2245,1205,15,3270
"332","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Arabic",6560,4235,130,8665
"333","Brantford","Non-Official & Non-Aboriginal languages","Arabic",285,145,10,530
"334","Guelph","Non-Official & Non-Aboriginal languages","Arabic",780,430,10,980
"335","London","Non-Official & Non-Aboriginal languages","Arabic",10695,6165,160,14500
"336","Windsor","Non-Official & Non-Aboriginal languages","Arabic",13580,8235,175,19340
"337","Barrie","Non-Official & Non-Aboriginal languages","Arabic",360,145,0,585
"338","Greater Sudbury","Non-Official & Non-Aboriginal languages","Arabic",415,235,0,685
"339","Thunder Bay","Non-Official & Non-Aboriginal languages","Arabic",255,135,0,395
"340","Winnipeg","Non-Official & Non-Aboriginal languages","Arabic",4310,2850,95,6110
"341","Regina","Non-Official & Non-Aboriginal languages","Arabic",1570,1145,45,2270
"342","Saskatoon","Non-Official & Non-Aboriginal languages","Arabic",1960,1410,25,2745
"343","Lethbridge","Non-Official & Non-Aboriginal languages","Arabic",405,310,15,490
"344","Calgary","Non-Official & Non-Aboriginal languages","Arabic",18965,11010,240,28535
"345","Edmonton","Non-Official & Non-Aboriginal languages","Arabic",17525,10590,325,28265
"346","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Arabic",41275,22945,625,58430
"347","Kelowna","Non-Official & Non-Aboriginal languages","Arabic",300,150,0,360
"348","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Arabic",370,215,20,650
"349","Vancouver","Non-Official & Non-Aboriginal languages","Arabic",14320,8680,275,19995
"350","Victoria","Non-Official & Non-Aboriginal languages","Arabic",1245,660,10,1650
"351","St. John's","Non-Official & Non-Aboriginal languages","Armenian",5,5,0,0
"352","Halifax","Non-Official & Non-Aboriginal languages","Armenian",30,15,0,75
"353","Moncton","Non-Official & Non-Aboriginal languages","Armenian",15,5,0,15
"354","Saint John","Non-Official & Non-Aboriginal languages","Armenian",5,0,0,10
"355","Saguenay","Non-Official & Non-Aboriginal languages","Armenian",5,0,0,15
"356","Québec","Non-Official & Non-Aboriginal languages","Armenian",65,35,0,30
"357","Sherbrooke","Non-Official & Non-Aboriginal languages","Armenian",15,5,0,45
"358","Trois-Rivières","Non-Official & Non-Aboriginal languages","Armenian",0,0,0,0
"359","Montréal","Non-Official & Non-Aboriginal languages","Armenian",16170,11835,280,19930
"360","Kingston","Non-Official & Non-Aboriginal languages","Armenian",25,10,0,40
"361","Belleville","Non-Official & Non-Aboriginal languages","Armenian",15,5,0,0
"362","Peterborough","Non-Official & Non-Aboriginal languages","Armenian",5,0,0,0
"363","Oshawa","Non-Official & Non-Aboriginal languages","Armenian",125,50,0,150
"364","Toronto","Non-Official & Non-Aboriginal languages","Armenian",12575,7475,140,15225
"365","Hamilton","Non-Official & Non-Aboriginal languages","Armenian",365,135,0,475
"366","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Armenian",215,75,0,270
"367","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Armenian",650,415,0,820
"368","Brantford","Non-Official & Non-Aboriginal languages","Armenian",25,5,0,30
"369","Guelph","Non-Official & Non-Aboriginal languages","Armenian",85,55,0,90
"370","London","Non-Official & Non-Aboriginal languages","Armenian",100,35,0,160
"371","Windsor","Non-Official & Non-Aboriginal languages","Armenian",205,95,0,245
"372","Barrie","Non-Official & Non-Aboriginal languages","Armenian",20,5,0,65
"373","Greater Sudbury","Non-Official & Non-Aboriginal languages","Armenian",10,10,0,0
"374","Thunder Bay","Non-Official & Non-Aboriginal languages","Armenian",5,0,0,0
"375","Winnipeg","Non-Official & Non-Aboriginal languages","Armenian",55,20,10,60
"376","Regina","Non-Official & Non-Aboriginal languages","Armenian",15,10,0,30
"377","Saskatoon","Non-Official & Non-Aboriginal languages","Armenian",45,35,0,80
"378","Lethbridge","Non-Official & Non-Aboriginal languages","Armenian",0,0,0,0
"379","Calgary","Non-Official & Non-Aboriginal languages","Armenian",250,110,0,295
"380","Edmonton","Non-Official & Non-Aboriginal languages","Armenian",170,75,0,200
"381","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Armenian",525,250,0,745
"382","Kelowna","Non-Official & Non-Aboriginal languages","Armenian",10,0,0,20
"383","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Armenian",30,15,0,60
"384","Vancouver","Non-Official & Non-Aboriginal languages","Armenian",1060,505,0,1460
"385","Victoria","Non-Official & Non-Aboriginal languages","Armenian",45,10,0,65
"386","St. John's","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",0,0,0,0
"387","Halifax","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",5,5,0,0
"388","Moncton","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",5,0,0,0
"389","Saint John","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",0,0,0,0
"390","Saguenay","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",0,0,0,0
"391","Québec","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",5,0,0,0
"392","Sherbrooke","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",5,5,0,20
"393","Trois-Rivières","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",0,0,0,0
"394","Montréal","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",125,95,10,160
"395","Kingston","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",5,0,0,0
"396","Belleville","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",0,0,0,10
"397","Peterborough","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",0,0,0,0
"398","Oshawa","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",20,15,0,15
"399","Toronto","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",10200,6790,110,12500
"400","Hamilton","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",2290,1450,0,2855
"401","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",45,25,15,10
"402","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",280,175,0,275
"403","Brantford","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",5,0,0,0
"404","Guelph","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",5,0,10,10
"405","London","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",1045,660,0,1390
"406","Windsor","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",465,300,0,545
"407","Barrie","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",85,45,0,120
"408","Greater Sudbury","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",5,0,0,0
"409","Thunder Bay","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",5,0,0,15
"410","Winnipeg","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",5,5,0,15
"411","Regina","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",25,15,25,50
"412","Saskatoon","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",280,210,0,450
"413","Lethbridge","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",0,0,0,0
"414","Calgary","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",295,200,10,330
"415","Edmonton","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",75,40,0,65
"416","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",90,35,0,95
"417","Kelowna","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",0,0,0,0
"418","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",10,5,0,40
"419","Vancouver","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",630,400,25,715
"420","Victoria","Non-Official & Non-Aboriginal languages","Assyrian Neo-Aramaic",10,0,0,0
"421","St. John's","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"422","Halifax","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"423","Moncton","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"424","Saint John","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"425","Saguenay","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"426","Québec","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"427","Sherbrooke","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"428","Trois-Rivières","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"429","Montréal","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"430","Kingston","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"431","Belleville","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"432","Peterborough","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"433","Oshawa","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"434","Toronto","Aboriginal languages","Athabaskan languages, n.i.e.",5,5,0,0
"435","Hamilton","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"436","St. Catharines - Niagara","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"437","Kitchener - Cambridge - Waterloo","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"438","Brantford","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"439","Guelph","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"440","London","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"441","Windsor","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"442","Barrie","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"443","Greater Sudbury","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,10
"444","Thunder Bay","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"445","Winnipeg","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"446","Regina","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"447","Saskatoon","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"448","Lethbridge","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"449","Calgary","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"450","Edmonton","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"451","Ottawa - Gatineau","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"452","Kelowna","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"453","Abbotsford - Mission","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"454","Vancouver","Aboriginal languages","Athabaskan languages, n.i.e.",5,0,0,10
"455","Victoria","Aboriginal languages","Athabaskan languages, n.i.e.",0,0,0,0
"456","St. John's","Aboriginal languages","Atikamekw",0,0,0,0
"457","Halifax","Aboriginal languages","Atikamekw",0,0,0,0
"458","Moncton","Aboriginal languages","Atikamekw",0,0,0,0
"459","Saint John","Aboriginal languages","Atikamekw",0,0,0,0
"460","Saguenay","Aboriginal languages","Atikamekw",45,25,0,85
"461","Québec","Aboriginal languages","Atikamekw",45,10,0,60
"462","Sherbrooke","Aboriginal languages","Atikamekw",0,5,0,0
"463","Trois-Rivières","Aboriginal languages","Atikamekw",145,90,10,230
"464","Montréal","Aboriginal languages","Atikamekw",30,5,0,15
"465","Kingston","Aboriginal languages","Atikamekw",0,0,0,0
"466","Belleville","Aboriginal languages","Atikamekw",0,0,0,0
"467","Peterborough","Aboriginal languages","Atikamekw",0,0,0,0
"468","Oshawa","Aboriginal languages","Atikamekw",0,0,0,0
"469","Toronto","Aboriginal languages","Atikamekw",0,0,0,0
"470","Hamilton","Aboriginal languages","Atikamekw",0,0,0,0
"471","St. Catharines - Niagara","Aboriginal languages","Atikamekw",0,0,0,0
"472","Kitchener - Cambridge - Waterloo","Aboriginal languages","Atikamekw",0,0,0,0
"473","Brantford","Aboriginal languages","Atikamekw",0,0,0,0
"474","Guelph","Aboriginal languages","Atikamekw",0,0,0,0
"475","London","Aboriginal languages","Atikamekw",0,0,0,0
"476","Windsor","Aboriginal languages","Atikamekw",0,0,0,0
"477","Barrie","Aboriginal languages","Atikamekw",0,0,0,0
"478","Greater Sudbury","Aboriginal languages","Atikamekw",0,0,0,0
"479","Thunder Bay","Aboriginal languages","Atikamekw",0,0,0,0
"480","Winnipeg","Aboriginal languages","Atikamekw",0,0,0,0
"481","Regina","Aboriginal languages","Atikamekw",0,0,0,0
"482","Saskatoon","Aboriginal languages","Atikamekw",0,0,0,0
"483","Lethbridge","Aboriginal languages","Atikamekw",0,0,0,0
"484","Calgary","Aboriginal languages","Atikamekw",0,0,0,0
"485","Edmonton","Aboriginal languages","Atikamekw",0,0,0,0
"486","Ottawa - Gatineau","Aboriginal languages","Atikamekw",5,5,0,10
"487","Kelowna","Aboriginal languages","Atikamekw",0,0,0,0
"488","Abbotsford - Mission","Aboriginal languages","Atikamekw",0,0,0,0
"489","Vancouver","Aboriginal languages","Atikamekw",0,0,0,0
"490","Victoria","Aboriginal languages","Atikamekw",0,0,0,0
"491","St. John's","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"492","Halifax","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"493","Moncton","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"494","Saint John","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"495","Saguenay","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"496","Québec","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",5,5,0,0
"497","Sherbrooke","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",5,0,0,0
"498","Trois-Rivières","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"499","Montréal","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",15,5,0,25
"500","Kingston","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"501","Belleville","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"502","Peterborough","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"503","Oshawa","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",5,0,0,0
"504","Toronto","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",65,35,0,40
"505","Hamilton","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"506","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"507","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",5,0,0,10
"508","Brantford","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"509","Guelph","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",5,5,0,0
"510","London","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"511","Windsor","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"512","Barrie","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"513","Greater Sudbury","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"514","Thunder Bay","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"515","Winnipeg","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"516","Regina","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"517","Saskatoon","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"518","Lethbridge","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"519","Calgary","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",5,5,0,10
"520","Edmonton","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",10,0,0,15
"521","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",10,0,0,0
"522","Kelowna","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"523","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"524","Vancouver","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",35,15,0,60
"525","Victoria","Non-Official & Non-Aboriginal languages","Austro-Asiatic languages, n.i.e",0,0,0,0
"526","St. John's","Non-Official & Non-Aboriginal languages","Austronesian languages, n.i.e.",0,0,0,0
"527","Halifax","Non-Official & Non-Aboriginal languages","Austronesian languages, n.i.e.",15,0,0,25
